Latitud,Longitud
19.01725428678180,-98.24224794009550
19.01724402064280,-98.24221070989890
19.01723302120750,-98.24217968473510
19.01722422165880,-98.24215176208770
19.01721542210960,-98.24211918566570
19.01720515596820,-98.24208350672730
19.01719635641800,-98.24205093030530
19.01718682357140,-98.24201757825420
19.01717802402020,-98.24198500183220
19.01716922446850,-98.24195475229750
19.01716189150850,-98.24192140024640
19.01715382525200,-98.24189192634080
19.01714429240300,-98.24185934991880
19.01713622614560,-98.24182754912590
19.01712815988790,-98.24179807522020
19.01711955901740,-98.24177138860050
19.01711512133510,-98.24175127203770
19.01710941574580,-98.24172444994720
19.01710434411070,-98.24169762785680
19.01709927247540,-98.24167348797530
19.01709293293110,-98.24165203030290
19.01708786129550,-98.24162923152600
19.01708152175070,-98.24160576219690
19.01708025384180,-98.24158162231550
19.01707518220570,-98.24155815298630
19.01706884266050,-98.24153468365710
19.01706593695220,-98.24151811643730
19.01706086531570,-98.24149196489910
19.01705452577000,-98.24146313115180
19.01704945413320,-98.24143832071810
19.01704438249620,-98.24141351028440
19.01703614108570,-98.24138601764190
19.01703043549370,-98.24136120720820
19.01702599781090,-98.24133170290870
19.01702156012790,-98.24130890413180
19.01701839035430,-98.24128476425040
19.01701141685220,-98.24125861271220
19.01700634521410,-98.24123581393530
19.01700127357580,-98.24121100350160
19.01699556798260,-98.24118887527700
19.01699049634400,-98.24116473539550
19.01698542470520,-98.24114394827540
19.01698162097600,-98.24112249060310
19.01697464747240,-98.24109969182620
19.01696957583310,-98.24107555194470
19.01696387023870,-98.24105208261640
19.01699367601360,-98.24104468328180
19.01701653796800,-98.24104602671230
19.01704130508170,-98.24104938528850
19.01706670724580,-98.24104468328180
19.01709083929810,-98.24104737014280
19.01712195693940,-98.24104401156650
19.01714989930610,-98.24104333985130
19.01717911177540,-98.24104266813610
19.01719181285410,-98.24104065299050
19.01721912015560,-98.24104266813630
19.01724515734590,-98.24104266813630
19.01727436979850,-98.24104266813630
19.01730231213960,-98.24103863784480
19.01731120288350,-98.24101378438070
19.01732326889230,-98.24098960263180
19.01733851016540,-98.24097146632010
19.01735438649000,-98.24095333000850
19.01737280302470,-98.24093183512060
19.01739185461020,-98.24091369880890
19.01741217629890,-98.24089489078200
19.01742932272190,-98.24087541103990
19.01744329388540,-98.24085391615980
19.01746107535770,-98.24083376470230
19.01748266714290,-98.24080823952300
19.01750425892530,-98.24078607291980
19.01752077028640,-98.24076256288620
19.01753537648910,-98.24074039628310
19.01754934763830,-98.24071755796470
19.01756522394280,-98.24069404793110
19.01758173529790,-98.24066986618220
19.01759570644320,-98.24064568443330
19.01761412295120,-98.24061478553200
19.01762745904180,-98.24059060378310
19.01764206523520,-98.24055970488180
19.01765476627180,-98.24053216455670
19.01767318277320,-98.24050260908580
19.01769096422090,-98.24047574047590
19.01770811061510,-98.24045424558810
19.01772652711050,-98.24043006383920
19.01774430855250,-98.24040588209030
19.01775319927930,-98.24039311950610
19.01777161576980,-98.24037431147920
19.01779003225830,-98.24035416002180
19.01781162400070,-98.24033669542540
19.01783448584270,-98.24032057425950
19.01785861778350,-98.24030310966300
19.01788592497550,-98.24028698849710
19.01791450226470,-98.24027221076170
19.01794371459960,-98.24025676131100
19.01797673723290,-98.24024265529090
19.01801230006140,-98.24023056441640
19.01804595773140,-98.24021914525720
19.01807834529420,-98.24021175638950
19.01808977620390,-98.24021242810630
19.01812152870810,-98.24020168066230
19.01815137605660,-98.24019966551660
19.01816153685490,-98.24017279690670
19.01817550795150,-98.24014727172740
19.01819074914640,-98.24012308997850
19.01820789548900,-98.24010293852110
19.01822948717720,-98.24008816078570
19.01825171391220,-98.24007606991120
19.01827648084190,-98.24006800932830
19.01829997766920,-98.24006129217580
19.01832601469020,-98.24006129217580
19.01835268675630,-98.24006800932830
19.01837618357280,-98.24007674162650
19.01839904533710,-98.24008748907040
19.01841428651680,-98.24010293852040
19.01843397303170,-98.24012644855400
19.01845619973930,-98.24015533230960
19.01847271100590,-98.24017951405850
19.01849315351020,-98.24018353737170
19.01851851147240,-98.24020097173050
19.01854133363510,-98.24021974719380
19.01856035210150,-98.24023852265720
19.01858317425850,-98.24026132143410
19.01860599641230,-98.24028412021090
19.01862374697410,-98.24030423677880
19.01864213148270,-98.24032167113760
